iter	Logloss
127	0.5999180945
128	0.5995886125
129	0.5991000057
130	0.5987427447
131	0.5981319735
132	0.597795019
133	0.5971184754
134	0.5968995484
135	0.5965683627
136	0.5960626521
137	0.5954013706
138	0.5949684826
139	0.5946264487
140	0.5941717266
141	0.5938623902
142	0.5935697692
143	0.5930722231
144	0.5925616168
145	0.5920907471
146	0.5917776967
147	0.5913538181
148	0.5910235289
149	0.5904599631
150	0.5899850533
151	0.5894790303
152	0.589068107
153	0.5882995694
154	0.5878409087
155	0.5874494658
156	0.5871800284
157	0.5866114619
158	0.586182783
159	0.5857091897
160	0.5853331846
161	0.584603682
162	0.584228298
163	0.5837816242
164	0.5832744733
165	0.5828678508
166	0.5825640675
167	0.5822813412
168	0.5819618606
169	0.581470819
170	0.5809163942
171	0.5802928821
172	0.5797882504
173	0.5796341801
174	0.5794124035
175	0.5791239922
176	0.5788703968
177	0.5782226584
178	0.5778485784
179	0.5775111836
180	0.5771679663
181	0.5768146403
182	0.5763774928
183	0.5759676747
184	0.5756862569
185	0.5754889659
186	0.5751272214
187	0.5746933632
188	0.5743829876
189	0.5740733759
190	0.5738485457
191	0.5734650823
192	0.5732479968
193	0.5728140375
194	0.5724493662
195	0.5716636761
196	0.5713413162
197	0.5708570666
198	0.5704648563
199	0.5698469927
200	0.5694126176
201	0.5689582921
202	0.568746616
203	0.5684064751
204	0.5677167066
205	0.5673248583
206	0.5670546992
207	0.5665684708
208	0.5662101536
209	0.565818695
210	0.5655148487
211	0.5650822036
212	0.5647954032
213	0.5645241407
214	0.5641762996
215	0.5638618049
216	0.5635573735
217	0.563226797
218	0.5627675399
219	0.5623290095
220	0.5621280746
221	0.5618958342
222	0.5615652948
223	0.5611577152
224	0.5609338788
225	0.5605685265
226	0.5599776349
227	0.55944918
228	0.5589911039
229	0.5587930733
230	0.5585538696
231	0.5581600999
232	0.5579473028
233	0.5576033546
234	0.5573581174
235	0.5571695136
236	0.5566412723
237	0.5562677408
238	0.5560768697
239	0.5557946564
240	0.5556000278
241	0.5554556563
242	0.5552279139
243	0.5549252967
244	0.5546875197
245	0.5543939107
246	0.554129653
247	0.5538059566
248	0.5537446869
249	0.5534014813
250	0.5529864636
251	0.5527712134
252	0.5525817608
253	0.5523352303
254	0.5521193672
255	0.5518525487
256	0.5515990296
257	0.551553986
258	0.5513646962
259	0.5511068557
260	0.5506431815
261	0.5505549035
262	0.5502796948
263	0.5501168937
264	0.5497199639
265	0.54948286
266	0.549292965
267	0.5489679453
268	0.5486869617
269	0.5486224101
270	0.5483379108
271	0.5479395153
272	0.5477533143
273	0.5474613713
274	0.5469580515
275	0.5467986275
276	0.5464316958
277	0.546234542
278	0.5459280707
279	0.5454264696
280	0.5449682507
281	0.544846212
282	0.5445111078
283	0.5443086311
284	0.5438503281
285	0.5436221516
286	0.5432780385
287	0.5431131209
288	0.5429227667
289	0.5426365438
290	0.5422474815
291	0.5418595032
292	0.541605066
293	0.5410356517
294	0.5407263236
295	0.5403409086
296	0.5401447056
297	0.5398908445
298	0.5395764585
299	0.5392007837
300	0.5390355061
301	0.5387076783
302	0.5384596932
303	0.5381622846
304	0.5378747655
305	0.5376549133
306	0.5372111676
307	0.5370775747
308	0.5369471363
309	0.5368674339
310	0.5363322779
311	0.5361126349
312	0.5358251087
313	0.5356040479
314	0.5353346501
315	0.535253773
316	0.5351708038
317	0.5348808414
318	0.5346273931
319	0.534277268
320	0.5339866149
321	0.5337238892
322	0.5333110042
323	0.5330413244
324	0.5328047767
325	0.5325493606
326	0.5323101168
327	0.5322431069
328	0.5320220405
329	0.531735194
330	0.5315063175
331	0.5312119625
332	0.5304418672
333	0.5302200977
334	0.5298736005
335	0.5297345644
336	0.5294346324
337	0.5290703136
338	0.5287041826
339	0.5284131284
340	0.5281142681
341	0.5277147322
342	0.5274897821
343	0.5271687478
344	0.5268133932
345	0.5265152989
346	0.5262745286
347	0.5260523521
348	0.5259675559
349	0.5258395213
350	0.5256152731
351	0.5254851102
352	0.5252153956
353	0.5249746977
354	0.524813201
355	0.524391522
356	0.524006271
357	0.5237646819
358	0.5234058656
359	0.5232670638
360	0.5229210107
361	0.5224953742
362	0.522381796
363	0.5219642174
364	0.5214228301
365	0.5211778326
366	0.5209090895
367	0.5204114401
368	0.5202716383
369	0.5202376226
370	0.520117423
371	0.5197562582
372	0.5194174605
373	0.519260167
374	0.5189102801
375	0.5184873994
376	0.518220748
377	0.5179692479
378	0.5177339729
379	0.5173369631
380	0.51700141
381	0.5169362555
382	0.5165966383
383	0.5164953897
384	0.5161256007
385	0.5157703839
386	0.5156594184
387	0.5152681443
388	0.5150706026
389	0.5149738725
390	0.5147932542
391	0.5145459799
392	0.5143318649
393	0.5141650395
394	0.5140388086
395	0.5139105477
396	0.5137917669
397	0.5134966447
398	0.5132562725
399	0.5129997483
400	0.5127685908
401	0.5124496627
402	0.5122509184
403	0.5121063237
404	0.5114911935
405	0.510951005
406	0.5107164207
407	0.5105572882
408	0.5103399288
409	0.5102374973
410	0.5100037523
411	0.5098005081
412	0.5094504668
413	0.5092826286
414	0.5090443533
415	0.5087115853
416	0.5083566395
417	0.5079336071
418	0.5076141806
419	0.5073430625
420	0.5071580978
421	0.5069132962
422	0.5066941793
423	0.5065972901
424	0.5062164442
425	0.5060915999
426	0.5057952806
427	0.5056207493
428	0.5053367028
429	0.5050284299
430	0.5047543597
431	0.5044743687
432	0.5042022612
433	0.5040165346
434	0.5038491833
435	0.5037826914
436	0.5036835858
437	0.503328677
438	0.5031139474
439	0.5026584145
440	0.5025670973
441	0.5025404298
442	0.5022700124
443	0.5020877697
444	0.5019234309
445	0.5017694651
446	0.5013869238
447	0.5011946576
448	0.5006546118
449	0.5002483318
450	0.5000163138
451	0.4998158658
452	0.4995100988
453	0.4993079287
454	0.4991511347
455	0.4991044094
456	0.4986736713
457	0.4983303237
458	0.4982173247
459	0.4981113653
460	0.4977506297
461	0.497403538
462	0.4971999013
463	0.4968809669
464	0.4967232366
465	0.4966349577
466	0.4963857351
467	0.4959475789
468	0.4957432195
469	0.4953560537
470	0.4950321873
471	0.4947477589
472	0.4946232055
473	0.494190406
474	0.4939669071
475	0.4937640097
476	0.4934119717
477	0.4932744767
478	0.492997217
479	0.4927151206
480	0.492597195
481	0.4920760593
482	0.4916873251
483	0.4913494469
484	0.4912624492
485	0.4910862009
486	0.4909741686
487	0.4905696987
488	0.4904115863
489	0.4901914386
490	0.4899968364
491	0.4899284661
492	0.489855116
493	0.4894083253
494	0.489048977
495	0.4888332554
496	0.4886690636
497	0.4884309035
498	0.4883277049
499	0.4881057699
500	0.487905545
501	0.4876829726
502	0.4873067163
503	0.4871532151
504	0.4869696358
505	0.4868455554
506	0.4866380039
507	0.4864196945
508	0.486341521
509	0.4862019997
510	0.486062365
511	0.4856650256
512	0.4854774586
513	0.4853206409
514	0.4851013245
515	0.4849178366
516	0.4845585686
517	0.484105694
518	0.4839998117
519	0.4838462093
520	0.4835589381
521	0.4833145933
522	0.4831558898
523	0.4829549315
524	0.4828260454
525	0.4824363942
526	0.4822430623
527	0.4819785436
528	0.4817379064
529	0.4814431438
530	0.4813429064
531	0.4810693885
532	0.4808930471
533	0.4805521712
534	0.4804810354
535	0.4802099346
536	0.4800431388
537	0.4799153704
538	0.4796554056
539	0.4796052958
540	0.4793241071
541	0.4791196269
542	0.4788806111
543	0.4784625088
544	0.4784568331
545	0.4783731559
546	0.4779413854
547	0.4777100298
548	0.4774166154
549	0.4770706456
550	0.4769924097
551	0.476551165
552	0.4764685346
553	0.4761820752
554	0.4756245334
555	0.4754477285
556	0.4751632153
557	0.4748243161
558	0.4747384808
559	0.4745187629
560	0.4741775471
561	0.473936305
562	0.4737374464
563	0.4736752509
564	0.4732457891
565	0.4728307598
566	0.4725553854
567	0.4722989566
568	0.472091394
569	0.4717929493
570	0.4716363312
571	0.471398224
572	0.4710473688
573	0.4706951086
574	0.470441591
575	0.4701184763
576	0.469914653
577	0.469678819
578	0.4694835964
579	0.4693445847
580	0.4690646299
581	0.4689348199
582	0.4686852387
583	0.4685209878
584	0.4682200214
585	0.4679096314
586	0.4677835871
587	0.4673720537
588	0.467326035
589	0.4671901053
590	0.4670275669
591	0.4668644977
592	0.4667536644
593	0.4664765274
594	0.4662620249
595	0.465913346
596	0.4657739234
597	0.4654844275
598	0.4652558325
599	0.4651751017
600	0.464656282
601	0.4643602275
602	0.4640863465
603	0.4640698499
604	0.463586871
605	0.4631426463
606	0.4629750486
607	0.4627639309
608	0.4623921422
609	0.4622484544
610	0.4621250574
611	0.4616973603
612	0.4613130681
613	0.4611777041
614	0.4608474829
615	0.4606714183
616	0.4604730588
617	0.4601288671
618	0.4598283344
619	0.4596682217
620	0.4595714332
621	0.4593541158
622	0.4591801431
623	0.4589555546
624	0.4585851651
625	0.4582736459
626	0.4580841871
627	0.4578047792
628	0.457353044
629	0.4572709159
630	0.4570733603
631	0.4568404057
632	0.4567011976
633	0.456518941
634	0.4563291813
635	0.4558537184
636	0.4552548235
637	0.4548953208
638	0.4547944263
639	0.4544729355
640	0.4543593172
641	0.4539822324
642	0.4535933513
643	0.4534601742
644	0.4530796877
645	0.4529555531
646	0.4526589617
647	0.4523967887
648	0.4520423816
649	0.4518304593
650	0.4512985977
651	0.4511424749
652	0.4510195853
653	0.4506989601
654	0.4505741386
655	0.4503853592
656	0.4501918385
657	0.4498308958
658	0.4494123565
659	0.4491438471
660	0.4489416018
661	0.4487980926
662	0.4484923036
663	0.4482570317
664	0.4481434489
665	0.4478337056
666	0.4475780134
667	0.4473355193
668	0.4471044428
669	0.4466989191
670	0.4465259113
671	0.4462179969
672	0.4460902802
673	0.4457722985
674	0.4454841896
675	0.4454246627
676	0.444950196
677	0.4445388793
678	0.4442060737
679	0.4441275603
680	0.4439732281
681	0.4436600229
682	0.4432290573
683	0.4431522131
684	0.4430286117
685	0.4427730268
686	0.4425593531
687	0.4423482775
688	0.4419490176
689	0.441787179
690	0.4415480168
691	0.4414953469
692	0.4413555032
693	0.4412561455
694	0.4408647401
695	0.4407991871
696	0.4406073772
697	0.4403397397
698	0.4400920183
699	0.4400195741
700	0.4397515324
701	0.439442758
702	0.4391299736
703	0.4387503035
704	0.4386195837
705	0.4385296769
706	0.4383082297
707	0.4381064095
708	0.4379824254
709	0.4377791227
710	0.437414444
711	0.4373555369
712	0.4370764287
713	0.4365731444
714	0.4362730245
715	0.435855772
716	0.4356955577
717	0.4355564577
718	0.435431252
719	0.4352304613
720	0.4350483904
721	0.4348054847
722	0.4347075272
723	0.4345977971
724	0.4342176685
725	0.4340397261
726	0.4338796088
727	0.4336258869
728	0.4334282554
729	0.4330215939
730	0.4325493187
731	0.4321975999
732	0.4318633036
733	0.4316236143
734	0.431396654
735	0.4311665693
736	0.4306941641
737	0.4303687731
738	0.4302414787
739	0.4301431493
740	0.42977526
741	0.4294144123
742	0.4291368922
743	0.428812407
744	0.4285644357
745	0.42853909
746	0.4283735966
747	0.4279791113
748	0.4277865822
749	0.4273970342
750	0.4271069556
751	0.426948182
752	0.4267582241
753	0.426599902
754	0.4261349553
755	0.4258967466
756	0.4256799772
757	0.4253861308
758	0.4250924756
759	0.424802224
760	0.4244552708
761	0.4240495632
762	0.4239409463
763	0.4236854355
764	0.42355513
765	0.4234141512
766	0.4231221064
767	0.4228837756
768	0.4225066203
769	0.4221495185
770	0.4219387668
771	0.421593789
772	0.4211830273
773	0.4210681374
774	0.4207199357
775	0.4205193115
776	0.420269053
777	0.4200699918
778	0.4197905731
779	0.4195567856
780	0.4192747129
781	0.4189515216
782	0.4187722644
783	0.4185275974
784	0.4183802135
785	0.4181064215
786	0.4178355146
787	0.4176351698
788	0.4172358002
789	0.4170933297
790	0.4169012104
791	0.4164756876
792	0.4161148056
793	0.4158314319
794	0.4154348088
795	0.4149295253
796	0.4146279277
797	0.4141905809
798	0.4137525834
799	0.4134632166
800	0.4133551848
801	0.4130010515
802	0.4128846454
803	0.4126927562
804	0.4124300137
805	0.4120394853
806	0.4119076916
807	0.4116653907
808	0.4115002559
809	0.4111552685
810	0.4106953113
811	0.4105299638
812	0.4103665041
813	0.4102916588
814	0.4100582927
815	0.4098493509
816	0.4097202925
817	0.4092924563
818	0.4089135157
819	0.4084280035
820	0.4083697632
821	0.4079660585
822	0.4076548311
823	0.4074829452
824	0.4073764884
825	0.4072021489
826	0.4070534596
827	0.4067131227
828	0.4066521308
829	0.4063898154
830	0.4060292639
831	0.4057126454
832	0.4055972664
833	0.405504336
834	0.4052636459
835	0.4051517646
836	0.4049162202
837	0.4046206927
838	0.4044749142
839	0.4041972902
840	0.4035884245
841	0.4031710408
842	0.4029552443
843	0.4026691457
844	0.4023877629
845	0.4021428523
846	0.4016788436
847	0.401381773
848	0.4011504726
849	0.4009759926
850	0.4008315807
851	0.400458194
852	0.4001306776
853	0.399881799
854	0.3996456683
855	0.3994987214
856	0.3991990993
857	0.3991442425
858	0.3988853494
859	0.3985457042
860	0.3981391961
861	0.3977362159
862	0.3976151252
863	0.3974142843
864	0.3972135775
865	0.3971186099
866	0.3969425092
867	0.3968046057
868	0.396535904
869	0.3960432421
870	0.39579566
871	0.395424489
872	0.3952169591
873	0.3947794043
874	0.3944755485
875	0.3943352741
876	0.3939222908
877	0.3938000124
878	0.3934368976
879	0.3931203198
880	0.3928109037
881	0.3927250952
882	0.3925308727
883	0.3924277831
884	0.3923578664
885	0.3919322825
886	0.391770873
887	0.391611716
888	0.391316903
889	0.3911959455
890	0.3910132175
891	0.3907231473
892	0.3905106231
893	0.3903051291
894	0.3899689256
895	0.3894312153
896	0.3891140624
897	0.3888343593
898	0.3886745191
899	0.3882446016
900	0.3881875006
901	0.387945607
902	0.3877608825
903	0.3876052068
904	0.387376338
905	0.3872423488
906	0.3871063371
907	0.3866510454
908	0.3864208901
909	0.3861275065
910	0.3857911519
911	0.3856311593
912	0.3852647455
913	0.3849700316
914	0.3845537813
915	0.3844437942
916	0.3838998606
917	0.3836511304
918	0.3831780594
919	0.3829427215
920	0.382468188
921	0.3823198924
922	0.3819994056
923	0.3817872344
924	0.3815103707
925	0.3812700715
926	0.3812024104
927	0.3809874666
928	0.3805878309
929	0.3804959634
930	0.3803029768
931	0.3799939694
932	0.3799126071
933	0.3797647104
934	0.3793752714
935	0.3791787798
936	0.3790467736
937	0.3789766275
938	0.3787989502
939	0.3786803279
940	0.3781974324
941	0.3781046012
942	0.377699746
943	0.3775654918
944	0.3773717662
945	0.37734335
946	0.3771170478
947	0.3767797367
948	0.376391398
949	0.3761907289
950	0.3759360067
951	0.3757695981
952	0.3756259283
953	0.3754310487
954	0.3751965334
955	0.375015726
956	0.3749767153
957	0.3747109106
958	0.3745938356
959	0.374484739
960	0.3744634316
961	0.3743156479
962	0.3740137991
963	0.3736489547
964	0.3733965242
965	0.3731102561
966	0.3729899945
967	0.3726485303
968	0.3724808645
969	0.3722240298
970	0.372023015
971	0.3718004459
972	0.371683646
973	0.3714177723
974	0.3709877484
975	0.3705726472
976	0.3702392237
977	0.3700469796
978	0.3697628924
979	0.3695072302
980	0.369263217
981	0.3688947491
982	0.368704166
983	0.3685797798
984	0.3682553787
985	0.3679937605
986	0.3675721003
987	0.367306759
988	0.3671740128
989	0.3670193297
990	0.3668040308
991	0.3666827993
992	0.3665774105
993	0.3663130474
994	0.3660901574
995	0.3658571565
996	0.3656776772
997	0.3653846811
998	0.3652507165
999	0.3651478051
